Y,CustomerID,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100
0,12497,315,72,1264,2029,627,698,751,791,427,1023,131,110,137,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12498,1586,1171,1850,1694,118,521,286,1589,943,961,1381,965,11,63,144,51,30,33,74,18,11,961,1377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12500,1194,2201,290,726,11,3683,803,1033,858,1084,11,730,947,1404,2768,1436,153,1464,1216,979,1151,1254,1507,730,2636,290,3211,1404,11,11,3211,1033,858,1084,803,11,1404,730,290,726,1285,2158,11,290,2340,11,1236,2201,1194,290,11,726,506,44,3,741,912,11,559,165,803,1033,858,1084,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12503,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12504,1623,996,1590,1590,996,1623,1590,996,1623,1590,996,1623,641,395,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12505,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12506,736,526,1817,1336,68,533,456,380,14,343,95,61,630,100,177,670,188,428,381,133,1299,1096,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12507,39,359,290,14,97,100,668,177,1207,808,1026,1153,11,2,236,1016,375,335,158,11,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12508,854,286,118,2515,370,359,1310,355,1693,1260,561,351,253,203,1095,454,470,16,1718,461,2233,162,817,287,160,1033,803,174,162,1033,803,1855,1286,245,712,444,549,159,157,948,213,1250,419,1095,174,39,114,1081,1343,874,947,2056,398,26,32,245,160,524,938,39,1855,1286,232,63,930,495,874,730,2056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12509,4,218,75,51,85,334,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12510,219,624,341,326,982,1931,673,131,110,317,51,281,63,180,1263,107,59,291,189,533,471,1769,1735,2062,547,130,284,137,11,341,107,326,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12512,1649,42,2024,4,248,2991,2086,1,1870,1810,358,835,47,1,337,279,1219,509,263,248,263,405,1657,72,1195,1152,1695,1788,495,369,400,636,350,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12513,63,51,75,91,57,322,395,1319,1023,1264,698,791,949,864,89,148,146,1913,709,560,9,33,25,23,278,141,1687,1590,421,36,20,14,109,236,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12514,70,537,796,876,1075,1576,1013,1194,1448,2201,56,49,829,631,102,206,582,317,25,33,5,814,98,18,19,85,281,51,75,32,63,239,880,82,1214,549,551,3060,902,672,1911,2100,257,498,982,842,1502,1715,1630,1438,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12515,1550,2,1818,1590,2161,184,165,954,117,7,305,52,879,577,29,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12516,91,17,12,99,3,44,63,32,75,281,57,130,11,918,119,205,3700,1638,3,64,32,63,240,57,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12519,141,691,1951,237,8,59,2206,308,80,355,930,1410,78,1555,11,812,237,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12521,1338,987,389,284,1084,858,1172,2605,2134,1219,1976,1052,1037,861,1878,2822,207,1673,731,831,57,15,37,17,48,53,63,317,242,1131,1061,596,762,781,1097,210,1256,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12522,411,1958,80,608,1586,11,577,1331,485,264,1410,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12526,1396,931,39,358,59,1402,167,104,33,18,133,457,1847,3043,224,432,435,1557,914,57,63,32,495,317,326,1665,136,17,11,80,133,37,399,513,1290,585,927,1098,40,839,127,11,112,88,87,495,645,171,473,416,1038,80,141,301,82,102,147,89,59,946,411,877,358,586,674,834,41,214,253,284,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12527,1396,2265,75,281,32,63,322,2368,2900,11,984,882,1922,52,60,1550,744,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12528,152,2,1370,1541,1166,2553,1441,428,1423,2214,455,1686,1008,1382,1118,1070,925,820,388,1650,1257,1017,8,109,78,1550,823,1122,60,218,11,366,1257,1686,820,1017,577,401,152,2,823,1122,1370,937,455,11,1276,714,201,366,1166,322,641,395,2,388,455,11,7,78,1316,366,152,401,78,1623,2,7,923,1026,1370,1541,11,1122,1370,820,823,1541,201,308,714,1550,307,879,11,1257,171,78,1623,2161,937,366,1423,11,78,,,,,
0,12530,1048,2230,645,12,3,265,179,1358,59,854,851,68,11,144,1103,264,40,231,68,22,318,63,136,37,57,12,87,3,1247,838,174,892,11,96,993,356,37,144,1051,273,502,85,32,99,3,533,11,37,3040,99,112,37,3,1620,1673,461,419,1005,525,57,317,3040,924,136,12,5,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12531,188,836,57,210,344,870,2265,1396,104,738,59,34,845,2854,89,854,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12532,1298,297,65,918,470,625,324,280,722,832,92,1816,282,150,154,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12534,219,231,40,274,901,213,402,279,242,251,1219,1052,1037,331,13,114,6,343,1026,234,1853,2424,52,305,1016,72,50,210,320,1009,89,2668,842,877,453,1813,731,873,506,2516,951,1306,149,191,132,79,2343,390,92,641,395,791,427,751,1627,1271,2832,260,1649,1596,380,2020,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12535,118,71,464,36,41,14,196,72,1372,2085,1892,608,1573,1786,1468,1686,874,909,86,41,2922,196,72,54,71,1829,730,2636,662,874,805,153,118,2833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12538,922,2332,2205,1558,726,916,14,2155,545,513,326,544,1308,767,618,1612,1774,391,540,1290,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12541,1206,264,1378,403,430,119,124,1438,1684,174,856,908,592,62,84,710,235,381,265,36,95,179,236,11,68,322,395,641,751,791,216,12,8,134,109,122,173,41,214,1207,11,237,36,472,235,1610,710,435,959,651,1660,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12544,14,14,40,16,65,264,377,231,159,6,1559,2097,1879,358,171,504,276,127,317,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12545,1319,381,188,428,1535,1746,839,703,40,722,436,1445,1677,231,901,443,109,879,641,1541,395,2476,1927,489,1862,2161,2,1818,2049,2331,2015,1291,1968,11,2161,1550,744,1818,1862,381,428,188,1535,1660,366,193,62,206,1323,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12546,159,325,224,590,276,870,471,854,268,694,433,252,1247,453,140,738,838,2055,1845,1103,63,449,1205,11,411,325,742,174,404,817,833,207,419,592,16,516,948,1530,471,213,157,416,276,509,415,1503,2075,1396,129,80,867,877,411,453,519,400,39,682,252,268,749,567,1103,432,430,1427,425,159,224,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12547,1831,2796,1427,1282,1100,11,36,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12548,235,188,1535,97,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12550,88,57,281,1257,350,165,1574,1541,2190,393,460,259,580,636,1647,1575,193,296,209,260,14,20,219,1156,40,4,22,402,215,293,1166,967,80,56,25,141,301,192,199,158,335,741,912,188,235,320,89,175,553,757,2274,2451,611,1062,663,11,2317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12551,44,3,12,1150,57,1895,291,149,299,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12552,6,96,249,361,2263,256,304,923,2091,1997,1517,1359,1646,427,1550,116,2212,496,2013,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12557,814,25,9,5,18,1358,1340,1490,1827,18,451,273,502,23,25,9,5,18,847,434,472,313,904,469,23,25,9,5,18,451,273,502,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12558,460,87,3,128,1847,1394,1078,606,1614,780,376,3,1078,1847,1394,87,128,606,460,376,780,1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12559,762,498,508,483,517,543,2,138,788,764,565,1123,333,553,1555,953,624,340,2256,11,2,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12561,293,36,427,751,791,953,2621,311,940,195,249,296,80,301,343,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12564,301,49,82,56,835,80,133,660,23,1552,893,25,326,1989,2467,1892,2085,2284,2817,506,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12565,888,1683,1178,548,146,175,147,2634,117,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12566,169,589,78,1160,234,41,835,631,829,1502,888,1017,546,356,477,1121,797,86,11,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12571,867,1255,89,68,8,330,125,416,290,180,179,265,36,2597,738,763,1825,109,305,52,2516,411,322,641,395,1485,1319,265,179,36,59,877,39,1427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12572,1464,1427,1028,1785,1168,623,264,2899,96,296,35,28,80,1097,1015,1550,357,888,682,11,2829,1261,611,1317,1063,1079,1176,1062,2,1672,1372,2284,907,118,226,2316,2,2316,2,66,24,29,357,247,28,35,69,143,264,1436,2249,423,1960,468,243,338,267,1439,1061,1028,418,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12573,1188,2733,289,2156,6,1005,598,1317,601,2254,2916,2493,1011,4,1630,420,1880,1124,891,1124,771,439,673,1228,230,129,439,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12574,97,21,498,536,680,26,1456,1019,1364,1440,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12576,1352,1352,61,321,1304,191,552,13,121,93,1424,1731,1373,417,1298,1248,2287,1091,564,161,1099,730,947,662,1292,2007,1897,466,1421,191,564,121,474,679,100,97,263,402,883,1305,633,650,1008,2160,2633,2007,2154,1199,1477,1014,1259,1159,779,61,149,256,1440,191,679,21,234,455,192,1247,1352,2007,2154,13,1387,978,735,260,21,221,207,463,461,419,2768,2687,199,2007,997,40,679,1853,1305,1352,1352,,,,,,,,,,,
0,12579,317,326,1089,1663,1843,645,2072,1814,281,144,63,3082,636,1023,427,1762,710,533,2,860,770,847,434,102,89,1072,877,699,11,11,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12580,89,175,102,533,705,420,1643,1458,1555,2088,18,63,55,1270,75,19,9,473,416,504,527,895,1085,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12581,2007,1121,838,207,419,461,2013,1110,2866,80,164,564,1706,333,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12582,313,469,434,472,904,847,447,237,424,8,90,11,384,14,11,1639,1262,1118,61,628,695,1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12585,41,6,345,480,1114,2067,1020,363,76,106,1161,611,1571,1063,679,72,242,251,279,342,597,863,846,2570,2249,2167,2103,1299,2106,60,238,8,122,109,428,1660,235,188,1535,1981,2,7,20,1468,967,969,722,388,632,181,676,364,1482,1864,2530,1017,1924,171,2204,504,1697,586,631,175,11,388,969,2106,2167,72,363,1020,2067,1114,171,6,345,496,363,910,72,631,2,632,157,171,1590,537,1544,527,895,41,1051,788,147,356,11,,,
0,12586,3414,628,672,77,1,41,39,2659,7,2349,450,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12587,112,136,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12588,152,41,1328,344,210,2161,2,437,779,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12589,308,385,641,395,322,155,201,1060,323,97,668,100,2,50,375,335,236,923,348,153,86,1665,449,16,11,335,236,158,375,675,308,541,2,1590,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12590,350,506,1772,72,660,204,344,311,234,196,1672,517,1764,809,96,198,239,531,362,21,942,343,1140,97,100,805,322,574,82,543,954,336,165,441,141,453,1236,252,694,268,433,59,281,85,51,32,63,98,5,33,197,167,610,1341,1196,1066,993,334,184,56,320,1982,1817,1902,249,193,916,11,51,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12591,1441,1409,1493,1160,2261,20,744,922,808,840,596,188,120,1026,202,488,1282,1100,906,1683,1715,1502,436,306,11,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12592,63,85,32,33,19,49,301,30,11,9,33,1000,19,49,30,63,32,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12593,19,33,98,1920,49,56,59,1035,500,82,11,59,98,33,30,9,33,19,25,56,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12596,652,526,153,482,888,1715,1126,1502,1020,1908,1824,11,138,14,1197,80,133,688,134,1361,2490,484,1715,2599,1662,446,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12599,221,16,124,432,430,949,864,355,359,1656,938,1202,237,11,395,641,237,323,11,237,424,355,36,8,710,68,265,949,179,1656,333,938,11,265,179,322,864,709,710,421,560,333,11,613,36,710,528,265,179,938,11,1188,710,179,36,11,710,179,265,36,68,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12600,11,2080,189,441,350,11,3,952,1043,2517,3,715,441,57,350,11,11,405,6,1263,1507,31,441,350,11,2163,336,11,3431,189,33,336,6,31,441,11,11,34,33,336,441,441,2427,975,244,3,57,506,350,11,11,441,837,1475,59,63,33,696,350,279,149,441,57,350,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12601,20,219,973,26,910,89,1028,914,11,38,151,679,2726,564,11,26,20,11,20,603,1295,183,11,2585,603,772,1373,568,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12602,567,1657,1369,750,1281,1966,1309,1087,2034,2097,962,865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12603,2,11,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12604,41,109,8,60,235,395,201,155,323,11,361,201,663,374,158,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12605,914,435,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12609,1685,1606,769,453,1213,458,444,49,56,719,181,553,11,2293,503,549,741,912,1262,1639,2985,1853,1906,1255,1923,240,352,914,80,1306,133,142,654,90,1256,1396,550,1288,899,824,762,316,11,453,128,19,33,667,1103,672,430,457,540,116,70,1957,2514,2253,1691,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12611,326,3,933,325,224,159,753,437,1018,14,270,62,79,1543,1325,8,89,147,146,175,676,553,177,104,668,80,482,1026,457,305,1097,344,630,779,27,965,658,614,588,453,1733,470,20,788,233,1100,428,1981,110,567,412,430,528,491,1814,39,931,253,245,22,318,303,592,100,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12612,2644,2996,2996,3145,3149,2723,2437,2195,2504,2732,2583,2644,2821,656,2399,1965,2756,3412,3372,3159,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12614,2985,278,141,631,829,1621,317,520,806,1056,1263,1392,1391,980,186,71,1022,1686,577,1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12616,89,614,80,326,528,835,133,175,387,82,11,835,528,326,631,860,770,850,737,130,782,387,326,317,374,155,458,89,102,175,147,614,528,631,829,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12617,149,128,382,1554,406,467,1420,484,436,1060,1204,845,996,885,264,40,2991,881,145,581,2097,1918,1559,1879,1930,570,114,13,600,493,174,162,634,742,592,742,634,728,404,592,908,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12618,738,287,751,791,1870,1850,965,41,326,214,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12619,1060,436,158,113,236,2073,1028,1173,595,182,1792,573,381,428,188,235,682,436,11,436,274,1060,581,449,375,319,8,269,52,305,11,885,841,2,1550,1092,152,1153,1153,435,1008,1382,428,381,11,305,1316,52,319,269,113,236,158,335,375,235,381,651,188,11,156,156,236,269,319,8,113,235,188,1902,871,158,11,305,52,113,581,449,435,11,903,1000,2005,1360,2127,770,737,381,8,113,269,319,11,770,737,,,,,
0,12620,833,287,941,164,2269,30,576,5,23,118,290,683,393,460,182,595,2073,2460,170,638,34,2019,162,174,1138,2756,3159,3372,403,324,637,569,264,280,11,620,263,2243,522,631,829,3399,1262,1853,1906,2157,1804,1051,356,477,30,1306,1814,191,79,2299,89,146,396,41,214,710,5,33,877,411,572,1251,1784,1262,1679,1824,760,117,256,1923,401,389,373,598,1994,1847,2137,1672,32,144,18,609,812,424,886,2993,,,,,,,,
0,12622,48,363,39,134,163,1119,2,1875,400,1396,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12623,361,953,565,764,333,1764,80,63,57,434,469,32,149,337,660,3,59,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12624,179,1649,1920,1596,41,484,203,411,877,1070,8,305,1078,464,36,265,317,1850,11,521,286,263,206,484,2,1064,2024,118,287,495,1396,1845,951,70,49,301,200,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12625,1009,632,627,953,2415,1864,1520,1521,1924,775,393,1284,1005,780,563,683,903,1530,948,2083,1396,2265,586,1230,960,102,89,175,147,1341,458,155,1590,2436,446,533,318,4,322,395,641,422,659,740,2015,1127,2,20,380,456,21,2587,11,11,2436,380,396,456,322,395,641,446,674,586,1230,960,21,903,14,380,456,1078,120,525,376,1303,1067,30,1044,1522,1050,595,133,711,37,95,197,185,522,103,11,,,,,,,,,
0,12628,1485,1319,395,303,318,1200,432,580,1380,2060,866,358,334,1000,408,798,11,412,50,1102,583,408,50,343,534,457,412,148,102,11,427,406,383,430,53,583,408,1102,11,419,461,463,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12630,531,1084,222,1076,117,961,1381,692,195,1092,1122,1370,820,381,2161,920,1740,2209,662,730,1043,574,124,77,1405,367,1410,589,90,666,524,548,1626,2,11,77,534,1,1588,1508,1833,234,384,155,584,938,658,1623,2161,495,162,1076,1155,1202,592,463,1201,729,256,744,1818,458,1564,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12631,50,1052,1219,1037,861,794,793,358,729,349,873,731,831,886,651,113,1368,1032,8,348,86,96,59,155,458,350,356,477,1051,273,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12638,686,1111,320,2225,577,1331,1298,564,1003,1193,403,297,1281,738,119,34,1586,938,1202,1656,1543,359,173,524,117,2398,2715,489,8,206,582,495,1308,931,2024,90,500,1035,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12639,516,768,1649,480,14,380,273,141,25,18,5,97,177,1207,808,306,2340,663,147,137,641,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12640,280,126,227,1751,2087,2150,2108,743,11,11,280,373,598,934,384,423,418,307,385,484,137,661,253,245,758,20,28,143,35,360,262,227,90,2,29,1835,66,1598,1658,24,86,280,2356,1468,126,790,809,81,205,317,118,71,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12641,1586,147,298,809,805,1902,52,577,11,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12642,450,40,264,2659,835,86,1151,333,104,172,11,40,304,503,72,401,41,783,951,1672,264,231,11,395,322,641,333,1154,264,231,1946,1710,1238,40,265,179,235,1016,864,421,949,158,236,335,1207,808,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12643,11,700,2142,710,509,11,8,109,129,68,11,11,129,68,11,303,2142,710,8,109,1607,509,303,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
